OBJECTID,PULAU,PEJABAT,ID_PROVINSI,PROVINSI,ID_KABUPATEN,KABUPATEN,KECAMATAN,KELURAHAN,JENIS_IZIN,BADAN_USAHA,NAMA_PERUSAHAAN,KODE_WIUP,SK_IUP,TANGGAL_BERLAKU,TANGGAL_BERAKHIR,KEGIATAN,LUAS_SK,KOMODITAS,CNC,GENERASI,KODE_WIL,LOKASI,GEOMETRY,STATUS_IUP
5283.0,SUMATERA,GUBERNUR,19,KEPULAUAN BANGKA BELITUNG,01,BANGKA,BELINYU,,IUP,PT,ARTHA PERSADA SEJAHTERA,3119012112014050,188.4/178/ESDM/DPMPTSP/2017,2017-12-04,2026-07-03,OPERASI PRODUKSI,325.0,TIMAH,CNC-14,,19010110OP171,"LAUT PENYUSUK, KEC. BELINYU","POLYGON ((105.66255000000001 -1.55331666699999, 105.66255000000001 -1.550550558999987, 105.66255000000001 -1.5261750000000234, 105.66973333300001 -1.5261750000000234, 105.66973333300001 -1.5379333330000122, 105.67221459299998 -1.5379333330000122, 105.67423611100003 -1.5379333330000122, 105.67423611100003 -1.55331666699999, 105.66255000000001 -1.55331666699999))",AKTIF
5785.0,SUMATERA,BUPATI,19,KEPULAUAN BANGKA BELITUNG,01,BANGKA,,,IUP,PT,TIMAH TBK,3119012112014234,188.45/461/TAMBEN/2010,2010-04-27,2025-07-20,OPERASI PRODUKSI,322.0,TIMAH DMP,CNC-2,,19010410OP255,"DAERAH JURUNG, KAB. BANGKA","POLYGON ((106.07950599999998 -1.9741359999999872, 106.07950599999998 -1.986483000000021, 106.07645600000001 -1.986483000000021, 106.07645600000001 -1.9888109999999983, 106.072228 -1.9888109999999983, 106.072228 -2.0048189999999977, 106.07394199999999 -2.0048189999999977, 106.07394199999999 -2.010214000000019, 106.06769400000002 -2.010214000000019, 106.06769400000002 -2.003657999999973, 106.06586700000003 -2.003657999999973, 106.06586700000003 -1.9847439999999779, 106.07198899999997 -1.9847439999999779, 106.07198899999997 -1.9741359999999872, 106.07950599999998 -1.9741359999999872))",KADALUARSA
5791.0,SUMATERA,GUBERNUR,19,KEPULAUAN BANGKA BELITUNG,01,BANGKA,,,IUP,PT,TIMAH TBK,3119012112014237,188.44/995/DPE/2016,2016-10-25,2025-07-20,OPERASI PRODUKSI,385.7,TIMAH DMP,CNC-2,,19010410OP247,"DAERAH SUNGAI SIMPING, KAB. BANGKA","POLYGON ((105.75187499999998 -1.6188720000000103, 105.75187499999998 -1.61706700000002, 105.75187499999998 -1.6166972220000275, 105.75260555599999 -1.616694444000018, 105.75260555599999 -1.6154694439999844, 105.75349166699999 -1.6154694439999844, 105.75349166699999 -1.6151666669999827, 105.754908333 -1.615163888999973, 105.754908333 -1.6125388890000067, 105.75465277799998 -1.6125388890000067, 105.75465277799998 -1.6113777780000191, 105.75416666699999 -1.6113777780000191, 105.75416666699999 -1.6107999999999834, 105.75390833300003 -1.6107999999999834, 105.75390833300003 -1.6102277780000236, 105.75434722199998 -1.6102277780000236, 105.75434722199998 -1.6093388890000142, 105.754722222 -1.6093388890000142, 105.754722222 -1.6086500000000115, 105.755516667 -1.6086500000000115, 105.755516667 -1.608141666999984, 105.756058333 -1.608141666999984, 105.756058333 -1.6079166669999836, 105.75650277800003 -1.6079166669999836, 105.75650277800003 -1.6073390000000245, 105.76491399999998 -1.6073390000000245, 105.76491399999998 -1.6111829999999827, 105.77075000000002 -1.6111829999999827, 105.77075000000002 -1.6129940000000147, 105.777942 -1.6129940000000147, 105.777942 -1.6114170000000172, 105.78288300000003 -1.6114170000000172, 105.78288300000003 -1.6154859999999758, 105.78018100000003 -1.6154859999999758, 105.78018100000003 -1.6211329999999862, 105.78422799999998 -1.6211329999999862, 105.78422799999998 -1.629275000000007, 105.77276699999999 -1.629275000000007, 105.77276699999999 -1.6168390000000272, 105.76378299999999 -1.6168390000000272, 105.76378299999999 -1.6152609999999754, 105.75816700000001 -1.6152609999999754, 105.75816700000001 -1.6188720000000103, 105.75187499999998 -1.6188720000000103))",KADALUARSA
5849.0,SUMATERA,GUBERNUR,19,KEPULAUAN BANGKA BELITUNG,05,BANGKA BARAT,MUNTOK,,IUP,PT,TIMAH TBK,3119052112014079,188.44/991/DPE/2016,2016-10-25,2025-07-20,OPERASI PRODUKSI,1419.0,TIMAH,CNC-3,,1502,A. BELO-BELO LAUT KEC. MUNTOK,"POLYGON ((105.22955786799997 -2.0630055539999717, 105.229593314 -2.0537176579999823, 105.21917530299999 -2.0537125260000266, 105.219174554 -2.05521227600002, 105.21916666200002 -2.055211113999974, 105.21216388900001 -2.05521111500002, 105.21216388800002 -2.0579250019999904, 105.209761114 -2.0579249969999864, 105.20976111099998 -2.0587249980000024, 105.208925002 -2.058724998999992, 105.20892499799999 -2.060488893000013, 105.20626666300001 -2.0604888889999984, 105.20626666800001 -2.0598944469999765, 105.20418786800002 -2.059894445999987, 105.20418949200001 -2.0566531580000174, 105.20762324399999 -2.0566548830000215, 105.20762760399998 -2.047909890000028, 105.20548823000001 -2.0479088110000134, 105.20549213700002 -2.040140436999991, 105.202193298 -2.040138775999992, 105.20219608000002 -2.0345136860000252, 105.19935571799999 -2.034512322000012, 105.19935807500002 -2.0297722270000236, 105.20581389099999 -2.0297722270000236, 105.20582092500001 -2.029765409999982, 105.20581808999998 -2.035410879999972, 105.20904506900001 -2.0354124520000028, 105.20904076599999 -2.0440128120000054, 105.21395755700001 -2.0440153249999753, 105.21396131 -2.036500224000008, 105.21228041799998 -2.0364993619999723, 105.21228294899998 -2.0314621269999975, 105.20901104500001 -2.0314604760000066, 105.20901352800001 -2.026540828000009, 105.215188722 -2.0265439039999933, 105.21518783699997 -2.0282802390000256, 105.21674288899999 -2.0282810250000125, 105.21674101600001 -2.0320340989999863, 105.218655619 -2.0320350150000195, 105.218650024 -2.0433212780000076, 105.22054669699997 -2.0433222839999985, 105.22054431200002 -2.0481152930000235, 105.225425223 -2.0481176850000224, 105.22543467399998 -2.0286380250000207, 105.22101228399998 -2.0286358339999992, 105.22101335899998 -2.026466668000012, 105.23916388800001 -2.02646667099998, 105.23916388700002 -2.025841667999998, 105.23917403799999 -2.0258322779999958, 105.24870764100001 -2.025836802000015, 105.24869668000002 -2.0491237659999797, 105.24369891399999 -2.0491213729999913, 105.24369787699999 -2.063003573000003, 105.243691668 -2.063005555000018, 105.22955786799997 -2.0630055539999717))",KADALUARSA
138059.0,SUMATERA,GUBERNUR,19,KEPULAUAN BANGKA BELITUNG,03,BANGKA SELATAN,,,IUP,PT,MASBRO ALAM STANIA,3119032112015079,188.4/15/ESDM/DPMPTSP/2020,2020-02-14,2028-02-14,OPERASI PRODUKSI,192.0,TIMAH,CNC-18,,,"NYELANDING, AIR GEGAS, BANGKA SELATAN","POLYGON ((106.22555555600002 -2.803055556000004, 106.23849999999999 -2.803055556000004, 106.23849999999999 -2.8149999999999977, 106.22555555600002 -2.8149999999999977, 106.22555555600002 -2.803055556000004))",AKTIF
186407.0,SUMATERA,GUBERNUR,19,KEPULAUAN BANGKA BELITUNG,02,BELITUNG,MEMBALONG,BANTAN,IUP,PT,CAHAYA SURYA TIMAH INDOTAMA,3119022112014058,188.4/292/ESDM/DPMPTSP/2018,2018-07-23,2028-07-02,OPERASI PRODUKSI,49.4,TIMAH,CNC-15,,,DESA BANTAN KEC. MEMBALONG KAB. BELITUNG,"POLYGON ((107.73708299999998 -2.923866999999973, 107.74155555599998 -2.923861111000008, 107.74155555599998 -2.922416666999993, 107.74176358199998 -2.922416666999993, 107.74186111099999 -2.922416666999993, 107.74186111099999 -2.9221461180000006, 107.74186111099999 -2.921722222000028, 107.74201391999998 -2.921722222000028, 107.742014111 -2.921722222000028, 107.742194444 -2.921722222000028, 107.742194444 -2.922083525000005, 107.742194444 -2.922416666999993, 107.74236072100001 -2.922416666999993, 107.74261111099997 -2.922416666999993, 107.74261111099997 -2.9229183310000053, 107.74261111099997 -2.9233055560000025, 107.74280438199997 -2.9233055560000025, 107.74308333300002 -2.9233055560000025, 107.74308333300002 -2.923864442000024, 107.74308333300002 -2.9242499999999723, 107.743275773 -2.9242499999999723, 107.74349999999998 -2.9242499999999723, 107.74349999999998 -2.9246992459999888, 107.74349999999998 -2.9251388889999816, 107.743719435 -2.9251388889999816, 107.74400000000003 -2.9251388889999816, 107.74400000000003 -2.925701009000022, 107.74400000000003 -2.9259196009999755, 107.74400000000003 -2.926249999999982, 107.744274012 -2.926249999999982, 107.74427777800003 -2.926249999999982, 107.74427777800003 -2.9262575449999986, 107.74427777800003 -2.926274540999998, 107.74427777800003 -2.926861110999994, 107.744098484 -2.926861110999994, 107.74400000000003 -2.926861110999994, 107.74400000000003 -2.9271833079999965, 107.74400000000003 -2.9276666669999827, 107.74385225399999 -2.9276666669999827, 107.74366666700001 -2.9276666669999827, 107.74366666700001 -2.928273826999998, 107.74366666700001 -2.92891666700001, 107.74347017299999 -2.92891666700001, 107.74324999999999 -2.92891666700001, 107.74324999999999 -2.929636974999994, 107.74324999999999 -2.9304166669999745, 107.74301167499999 -2.9304166669999745, 107.74280555600001 -2.9304166669999745, 107.74280800000003 -2.931083000000001, 107.742472222 -2.9310833330000037, 107.742472222 -2.9309011839999926, 107.742472222 -2.9306666670000254, 107.74203911500001 -2.9306666670000254, 107.741583333 -2.9306666670000254, 107.741583333 -2.930419872000016, 107.741583333 -2.930111110999974, 107.74101311300001 -2.930111110999974, 107.74044444399999 -2.930111110999974, 107.74044444399999 -2.929803189999973, 107.74044444399999 -2.929416666999998, 107.739730614 -2.929416666999998, 107.73919444400002 -2.929416666999998, 107.73919444400002 -2.929126343000007, 107.73919444400002 -2.928777777999983, 107.73855071399998 -2.928777777999983, 107.738 -2.928777777999983, 107.738 -2.9281666670000277, 107.73708333299999 -2.9281666670000277, 107.73708299999998 -2.923866999999973))",AKTIF
170769.0,SUMATERA,MENTERI,19,KEPULAUAN BANGKA BELITUNG,01,KAB. BANGKA,RIAU SILIP,,IUP,PT,SINAR LOGINDO ALAM,3119012112014194,02870102006140003,2023-06-06,2033-06-06,OPERASI PRODUKSI,40.0,TIMAH,CNC-17,,,KECAMATAN RIAU SILIP KABUPATEN BANGKA,"POLYGON ((106.11895083299999 -1.7805888890000006, 106.11895083299999 -1.7730900000000247, 106.123292778 -1.7730900000000247, 106.123292778 -1.7805888890000006, 106.11895083299999 -1.7805888890000006))",AKTIF
186420.0,SUMATERA,GUBERNUR,19,KEPULAUAN BANGKA BELITUNG,02,BELITUNG,,DUKONG,IUP,PT,INDO TIMAH CAHAYA MULIA,3119022112014002,188.4/295/ESDM/DPMPTSP/2018,2018-05-20,2028-05-20,OPERASI PRODUKSI,40.34,TIMAH,CNC-14,,,"DESA DUKONG, TANJUNGPANDANG","POLYGON ((107.65555555600002 -2.7964999999999804, 107.65555555600002 -2.7955833330000246, 107.65127777800001 -2.7955833330000246, 107.65127777800001 -2.793194443999994, 107.65186111100002 -2.793194443999994, 107.65186111100002 -2.792611110999985, 107.65336111099998 -2.792611110999985, 107.65336111099998 -2.7920277779999765, 107.654583333 -2.7920277779999765, 107.654583333 -2.7913611110000147, 107.655694444 -2.7913611110000147, 107.655694444 -2.7907500000000027, 107.65883333300002 -2.7907500000000027, 107.65883333300002 -2.7953333329999737, 107.658472222 -2.7953333329999737, 107.658472222 -2.7964999999999804, 107.65555555600002 -2.7964999999999804))",AKTIF
186424.0,SUMATERA,GUBERNUR,19,KEPULAUAN BANGKA BELITUNG,02,BELITUNG,TANJUNGPANDAN,BULUHTUMPANG,IUP,PT,INDO TIMAH SUKSES SAMPOERNA,3119022112014088,188.4/296/ESDM/DPMPTSP/2018,2018-07-23,2028-07-02,OPERASI PRODUKSI,49.36,TIMAH,CNC-14,,,DESA BULUHTUMPANG KEC. TANJUNGPANDAN KAB. BELITUNG,"POLYGON ((107.75346929800003 -2.717264512999975, 107.75347221499999 -2.7160861969999814, 107.75347222200003 -2.716083332999972, 107.754194444 -2.716083332999972, 107.754194444 -2.716528970000013, 107.754194444 -2.717055555999991, 107.75505338599999 -2.717055555999991, 107.75533333300001 -2.717055555999991, 107.75533333300001 -2.7172271809999984, 107.75533333300001 -2.7176111109999965, 107.75595958100001 -2.7176111109999965, 107.75622222200002 -2.7176111109999965, 107.75622222200002 -2.717772126, 107.75622222200002 -2.718250000000012, 107.75700170800002 -2.718250000000012, 107.757277778 -2.718250000000012, 107.757277778 -2.7184192490000214, 107.757277778 -2.7187777780000033, 107.757862595 -2.7187777780000033, 107.75822222199997 -2.7187777780000033, 107.75822222199997 -2.7189982520000058, 107.75822222199997 -2.7193333330000087, 107.75876879100002 -2.7193333330000087, 107.75938888899998 -2.7193333330000087, 107.75938888899998 -2.719713490999993, 107.75938888899998 -2.720055555999977, 107.759928022 -2.720055555999977, 107.75993599999998 -2.7242919999999913, 107.75348300000002 -2.7243080000000077, 107.75346929800003 -2.717264512999975))",AKTIF
273.0,SUMATERA,GUBERNUR,19,KEPULAUAN BANGKA BELITUNG,00,4-12 MIL LAUT,,,IUP,PT,TIMAH TBK,2119002112014025,188.44/993/DPE/2016,2016-10-25,2025-07-20,OPERASI PRODUKSI,10530.0,TIMAH DMP,CNC-1,,DU 1524,KAB. BANGKA DAN BANGKA BARAT,"POLYGON ((105.79909937299999 -2.266112124000017, 105.80091666599998 -2.266111115000001, 105.80091667099998 -2.2670027799999843, 105.803138886 -2.2670027809999738, 105.803138886 -2.265908335000006, 105.804286112 -2.2659083379999743, 105.80428610899997 -2.2652666669999917, 105.80582221999998 -2.265266667999981, 105.80582222700002 -2.2642527799999925, 105.806474998 -2.2642527770000243, 105.80647499700001 -2.263861109000004, 105.80703333500003 -2.263861114000008, 105.80703333100001 -2.2626027769999837, 105.80703240700001 -2.2625923130000274, 105.827518 -2.2625790000000165, 105.827519 -2.25324599999999, 105.817091 -2.2532449999999926, 105.817092 -2.240087000000017, 105.853204 -2.2400900000000092, 105.853206 -2.2242180000000076, 105.919263 -2.2242219999999975, 105.919263 -2.210928000000024, 105.92195099999998 -2.210928000000024, 105.92195099999998 -2.199542000000008, 105.91058800000002 -2.199542000000008, 105.91058900000002 -2.1938180000000216, 105.92172699999998 -2.1938180000000216, 105.92172699999998 -2.195988, 105.92869400000001 -2.1959889999999973, 105.92869300000001 -2.2319820000000163, 105.923227 -2.231981000000019, 105.923225 -2.3025480000000016, 105.885987 -2.3025460000000066, 105.885987 -2.3132810000000177, 105.83986599999997 -2.313277000000028, 105.83986599999997 -2.313277819999996, 105.83741944799999 -2.3132777800000213, 105.83741944500002 -2.310372223999991, 105.835722223 -2.310372223999991, 105.835722224 -2.3007555519999983, 105.830516665 -2.300755551000009, 105.83051666300003 -2.2926694480000265, 105.81883610800003 -2.29267222499999, 105.81883610800003 -2.283636114999979, 105.81772777499998 -2.2836361070000066, 105.81772778099997 -2.279330555999991, 105.81582222100002 -2.27933055699998, 105.81582222600002 -2.2773888880000186, 105.811583106 -2.2773912949999726, 105.81158299999998 -2.2773690000000215, 105.80983900000001 -2.2773839999999836, 105.80983700000002 -2.2743500000000267, 105.80721399999999 -2.2743639999999914, 105.80718100000001 -2.272000999999989, 105.80498 -2.27197799999999, 105.804979 -2.269939000000022, 105.80284799999998 -2.269948999999997, 105.80284699999999 -2.268835000000024, 105.80119100000002 -2.268846999999994, 105.80119100000002 -2.2680090000000064, 105.79936600000002 -2.2680199999999786, 105.79936099999998 -2.2661209999999983, 105.79909937299999 -2.266112124000017))",KADALUARSA
2157.0,SUMATERA,GUBERNUR,19,KEPULAUAN BANGKA BELITUNG,01,BANGKA,MERAWANG,RIDING PANJANG,IUP,CV,BANGKA TIMAH MAKMUR,3119012112014150,188.4/285/ESDM/DPMPTSP/2018,2017-10-10,2027-10-10,OPERASI PRODUKSI,40.0,TIMAH,CNC-17,,19010211OP266,"DESA RIDING PANJANG, KEC. MERAWANG","POLYGON ((106.13111836899998 -1.9628745219999928, 106.13516397199999 -1.9628717649999885, 106.13516458200002 -1.963776304000021, 106.13651311500001 -1.9637753819999944, 106.13651433799998 -1.9655844580000235, 106.13471626699999 -1.965585687999976, 106.13471809999999 -1.9682993050000164, 106.12932394400002 -1.968302988000005, 106.129322484 -1.966132072999983, 106.12734463700002 -1.9661334180000267, 106.127343666 -1.9646861699999931, 106.13111958600001 -1.9646836030000259, 106.13111836899998 -1.9628745219999928))",AKTIF
3867.0,SUMATERA,BUPATI,19,KEPULAUAN BANGKA BELITUNG,03,BANGKA SELATAN,PAYUNG - BASEL,,IUP,PT,TIMAH TBK,3119032112014006,188.45/214/DPE/2010,2010-04-30,2025-07-20,OPERASI PRODUKSI,10660.0,TIMAH,CNC-17,,WIUPOPBASEL007,KEC. PAYUNG - BASEL,"POLYGON ((106.26359722699999 -2.6803293809999786, 106.28542181199998 -2.680324626000015, 106.28542537599998 -2.697461178000026, 106.28674731000001 -2.6974608479999915, 106.28674781500001 -2.700119485000016, 106.28967040499998 -2.7001188869999737, 106.28967076700002 -2.7015838479999843, 106.29820470200002 -2.7015820280000185, 106.29820290599997 -2.6933438199999955, 106.30303191000002 -2.6933427299999835, 106.30303372600002 -2.7014995359999716, 106.30994008300001 -2.7014981039999952, 106.30994439 -2.7208410420000178, 106.29855057399999 -2.7208434809999744, 106.29855113399998 -2.7235292340000115, 106.28984616399998 -2.723531132000005, 106.28985158199998 -2.74874291499998, 106.28540907500002 -2.7487438699999984, 106.28541028000001 -2.754657979000001, 106.282730389 -2.754658555999981, 106.28273262099998 -2.7655100520000246, 106.27858688100002 -2.765510983000013, 106.27858842199998 -2.77285380699999, 106.270449757 -2.7728556139999796, 106.27045180699997 -2.7830740539999965, 106.26370704599998 -2.783075621000023, 106.26371079799998 -2.8023911270000212, 106.25242429600002 -2.8023931860000175, 106.252425324 -2.8082982309999807, 106.249871262 -2.8082986599999913, 106.24987580999999 -2.832813671999986, 106.23789654500001 -2.832815633999985, 106.23790119900002 -2.8592024029999834, 106.20835747799998 -2.859207395999988, 106.20835640799999 -2.852452466999978, 106.16864109599999 -2.8524583199999825, 106.168634129 -2.7995307670000216, 106.16338208299999 -2.7995314390000203, 106.16337571700001 -2.7498135999999818, 106.17584896199998 -2.7498121549999723, 106.17584763100001 -2.7399553530000276, 106.20096457300002 -2.7399516680000033, 106.20096402299998 -2.736207845000024, 106.21594598799999 -2.736205315999996, 106.21594695800002 -2.742444956999975, 106.20592003899998 -2.742446675999986, 106.20592126399998 -2.7506938519999835, 106.19041769500001 -2.7506965480000076, 106.19041894700001 -2.759377760999996, 106.177540948 -2.759379368999987, 106.17754316399999 -2.775511881, 106.18766044400002 -2.775510732999976, 106.18766505100001 -2.807902237999997, 106.19204473600001 -2.807901505000018, 106.192042953 -2.7954043070000125, 106.20080216299999 -2.7954028130000097, 106.200804387 -2.8101154789999896, 106.20979757999999 -2.8101139620000026, 106.20979418500002 -2.7882573699999966, 106.202581769 -2.78825857999999, 106.20257902100002 -2.770778683000003, 106.21064572400002 -2.770777356999986, 106.21064697000003 -2.778825471999994, 106.215341378 -2.77882464999999, 106.21534267499999 -2.786963273000026, 106.224776432 -2.7869616450000194, 106.22478316600001 -2.826840534999974, 106.233263932 -2.8268391429999724, 106.23326276099999 -2.8204549499999985, 106.23919836699997 -2.8204539189999878, 106.239195161 -2.8024948949999953, 106.23542694899999 -2.802495508999982, 106.23542505299997 -2.7911376769999947, 106.23955289700001 -2.7911369739999827, 106.239552161 -2.786814536999998, 106.24427359999999 -2.7868136729999833, 106.24427582599998 -2.7994646330000137, 106.24921308900002 -2.7994638819999977, 106.249210818 -2.786749552999993, 106.25606363200001 -2.7867484519999834, 106.256060935 -2.7726506550000067, 106.25988304600003 -2.7726500200000146, 106.259880963 -2.761916079999992, 106.25566325300002 -2.761916747999976, 106.25566272100002 -2.759276258, 106.24902583099998 -2.7592773370000145, 106.24902475699997 -2.753245674000027, 106.258386524 -2.753244149000011, 106.25838708499998 -2.7561197559999755, 106.264834904 -2.7561183959999767, 106.26483406199998 -2.7516512180000063, 106.26664164099998 -2.751650782000013, 106.26664057599999 -2.746414948999984, 106.26084026699999 -2.7464162929999816, 106.26083766699998 -2.7331140310000137, 106.224938227 -2.7331201399999827, 106.22493522000002 -2.7150069859999917, 106.23573542000003 -2.7150052160000087, 106.23573480800002 -2.7112523050000163, 106.23260532799998 -2.7112528640000164, 106.23260415599998 -2.704588139000009, 106.231426139 -2.704588338999997, 106.23142474299999 -2.69666669999998, 106.24039936000003 -2.6966652219999787, 106.24040006199999 -2.700345690000006, 106.23530122300002 -2.70034651200001, 106.23530167299998 -2.7029147700000067, 106.23667756999998 -2.702914550999992, 106.23667858699997 -2.708891986000026, 106.24245195100002 -2.708891004999998, 106.24245371900003 -2.7190733950000094, 106.234486156 -2.719074735999982, 106.23448693199998 -2.723505794999994, 106.24546147799998 -2.7235492990000125, 106.273128762 -2.7234986400000025, 106.27313529000003 -2.756044212000006, 106.269007606 -2.756045197999981, 106.26900910299997 -2.763858292000009, 106.26638318699997 -2.763858819999996, 106.26638391400002 -2.7677562819999935, 106.271563818 -2.7677552069999933, 106.27156273999998 -2.762139487000013, 106.27663470099998 -2.7621383619999733, 106.27663327900001 -2.7546508390000213, 106.27918722999999 -2.754650309999988, 106.27918504399997 -2.743880185000023, 106.283330708 -2.7438792899999953, 106.28337040999997 -2.723567516999992, 106.28332242599998 -2.7036198979999995, 106.281029278 -2.7036203679999744, 106.281028682 -2.7005819199999905, 106.27818700699999 -2.700582612000005, 106.278185813 -2.694559966999975, 106.27011954300002 -2.6945617150000203, 106.27011913199999 -2.692671720000021, 106.26350066200001 -2.6926731820000214, 106.26359722699999 -2.6803293809999786))",KADALUARSA
5175.0,SUMATERA,BUPATI,19,KEPULAUAN BANGKA BELITUNG,03,BANGKA SELATAN,TOBOALI,GADUNG DAN TELADAN,IUP,PT,TIMAH TBK,3119032112014002,188.45/218/DPE/2010,2010-04-30,2025-07-20,OPERASI PRODUKSI,979.7,TIMAH,CNC-14,,WIUPOPBASEL011,"DESA GADUNG DAN TELADAN, KEC. TOBOALI, KAB. BANGKA SELATAN","POLYGON ((106.44424199999997 -2.980719000000022, 106.44423899999998 -2.9707750000000033, 106.43974200000002 -2.9707750000000033, 106.43973899999997 -2.9585670000000164, 106.44468599999999 -2.9585670000000164, 106.444683 -2.9540440000000103, 106.44198599999999 -2.9540470000000028, 106.441983 -2.947039000000018, 106.460869 -2.9470309999999813, 106.46087499999999 -2.9599170000000186, 106.463122 -2.9599170000000186, 106.46312499999999 -2.9651170000000207, 106.46919700000001 -2.9651140000000282, 106.46919700000001 -2.970992000000024, 106.47324400000002 -2.970992000000024, 106.47324700000001 -2.9807109999999852, 106.45863300000002 -2.980717000000027, 106.45863100000003 -2.976647000000014, 106.45458300000001 -2.976647000000014, 106.454586 -2.980717000000027, 106.44424199999997 -2.980719000000022))",KADALUARSA
6623.0,SUMATERA,BUPATI,19,KEPULAUAN BANGKA BELITUNG,03,BANGKA SELATAN,AIR GEGAS DAN PULAU BESAR,NYELANDING DAN BEDENGUNG,IUP,PT,TIMAH TBK,3119032112014008,188.45/215/DPE/2010,2010-04-30,2025-07-20,OPERASI PRODUKSI,1307.0,TIMAH,CNC-14,,WIUPOPBASEL008,"DESA NYELANDING DAN BEDENGUNG, SUMBER JAYA PERMAI, KEC. AIR GEGAS DAN PULAU BESAR, KAB. BANGKA SELATAN","POLYGON ((106.15393899999998 -2.7210420000000113, 106.16204199999999 -2.721039000000019, 106.16204199999999 -2.7164189999999735, 106.19809199999997 -2.716413999999986, 106.19809199999997 -2.718907999999999, 106.20566400000001 -2.718907999999999, 106.20566400000001 -2.7140529999999785, 106.20963899999998 -2.7140529999999785, 106.20963599999999 -2.7056220000000053, 106.21419700000001 -2.7056220000000053, 106.21419400000002 -2.696805999999981, 106.21558099999999 -2.696805999999981, 106.21558099999999 -2.692346999999984, 106.21726100000001 -2.692346999999984, 106.21725800000002 -2.6727859999999737, 106.23061899999999 -2.6727829999999813, 106.23061899999999 -2.670505999999989, 106.23702200000002 -2.670505999999989, 106.23702200000002 -2.666841999999974, 106.24732799999998 -2.666841999999974, 106.24732799999998 -2.6656560000000127, 106.249189 -2.6656560000000127, 106.249189 -2.6635309999999777, 106.25071700000001 -2.6635309999999777, 106.25071700000001 -2.6597060000000283, 106.25438600000001 -2.659702999999979, 106.25438600000001 -2.664939000000004, 106.25215600000001 -2.6649419999999964, 106.25215600000001 -2.668321999999989, 106.25025799999997 -2.668321999999989, 106.25025799999997 -2.66978899999998, 106.24764199999998 -2.66978899999998, 106.24764199999998 -2.671524999999974, 106.241781 -2.671524999999974, 106.241781 -2.678128000000015, 106.232644 -2.678128000000015, 106.232644 -2.6823969999999804, 106.22231399999998 -2.682399999999973, 106.22231399999998 -2.6936749999999847, 106.21964400000002 -2.6936749999999847, 106.21964700000001 -2.710513999999989, 106.21679699999999 -2.710513999999989, 106.21679699999999 -2.721591999999987, 106.20736399999998 -2.721593999999982, 106.20736699999998 -2.72756099999998, 106.19496400000003 -2.7275639999999726, 106.19496400000003 -2.724380999999994, 106.16215 -2.7243859999999813, 106.16215 -2.733302999999978, 106.15395000000001 -2.733302999999978, 106.15393899999998 -2.7210420000000113))",KADALUARSA
6668.0,SUMATERA,GUBERNUR,19,KEPULAUAN BANGKA BELITUNG,05,BANGKA BARAT,JEBUS,,IUP,PT,TIMAH TBK,3119052112014091,188.44/031/DPE/2016,2016-10-25,2025-07-20,OPERASI PRODUKSI,124.9,TIMAH,CNC-2,,,TG. PEMUJA / TAYU KETAP KEC. JEBUS,"POLYGON ((105.396666122 -1.6513243850000094, 105.39666823599998 -1.6455597230000194, 105.39665833599997 -1.6455555530000083, 105.395747223 -1.6455555549999872, 105.395747223 -1.6455066980000197, 105.39574722499998 -1.6428277790000152, 105.39725555500002 -1.6428277750000007, 105.39725555500002 -1.6393638879999912, 105.39861944699999 -1.6393638870000018, 105.39861944799998 -1.6364999990000229, 105.40033333399998 -1.6364999990000229, 105.40033333399998 -1.6335527800000023, 105.407511108 -1.6335527749999983, 105.40751923200003 -1.6335528970000155, 105.407517514 -1.6382340000000113, 105.40006788400001 -1.6382311689999938, 105.40006647000001 -1.641938878000019, 105.40237596999998 -1.641939767999986, 105.40237244100001 -1.6513265780000097, 105.396666122 -1.6513243850000094))",KADALUARSA
